C8G,TAF7L,NOS2,ZNF541,MAJIN,MMP13,ZFR2,SPIB,IL17REL,ASCL4,SHCBP1L,KEL,DSC1,PRR9,IGFL3,TCHHL1,SOX14,LCN1,LCE2A,DRGX,CASP14,CGB8,PNLIPRP3,ZPBP2,FRMD1,MYH6,ACTA1,MYBPH,SPINK6,GSTA1,LCE1A,GBX1,LCE6A,SPANXB1,FAM133A,MAGEB2,UGT2B28,MYH2,PPP1R3A,LCE2B,FEZF2,BRDT,NKX2-4,SAGE1,MAGEA12,CSH2,MAGEC1,SPANXD,FGF3,C1QL2,COX7B2,HBE1,OR51B4,GKN1,PGC
6.70325559961265,5.98081606997032,7.27946194813876,4.80577799624857,4.32230393714053,6.03704426319251,4.80577799624857,5.15214232342526,4.32230393714053,4.32230393714053,4.32230393714053,6.63641434885644,9.28645829787156,8.03891349334777,5.48074472785007,5.79373643296529,4.32230393714053,5.27630632009058,6.70325559961265,4.80577799624857,12.9526140662378,4.80577799624857,4.80577799624857,4.32230393714053,4.32230393714053,5.27630632009058,6.79765891048909,8.06372134881611,4.80577799624857,5.79373643296529,6.63641434885644,4.32230393714053,5.98081606997032,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.80577799624857,4.80577799624857,7.34227097431155,4.32230393714053,5.92177185772039,4.32230393714053,4.80577799624857,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053
