C8G,TAF7L,NOS2,ZNF541,MAJIN,MMP13,ZFR2,SPIB,IL17REL,ASCL4,SHCBP1L,KEL,DSC1,PRR9,IGFL3,TCHHL1,SOX14,LCN1,LCE2A,DRGX,CASP14,CGB8,PNLIPRP3,ZPBP2,FRMD1,MYH6,ACTA1,MYBPH,SPINK6,GSTA1,LCE1A,GBX1,LCE6A,SPANXB1,FAM133A,MAGEB2,UGT2B28,MYH2,PPP1R3A,LCE2B,FEZF2,BRDT,NKX2-4,SAGE1,MAGEA12,CSH2,MAGEC1,SPANXD,FGF3,C1QL2,COX7B2,HBE1,OR51B4,GKN1,PGC
4.32230393714053,4.32230393714053,8.29525003411446,9.09057610654064,4.32230393714053,6.75693892946038,6.13409812590213,5.41233801773636,4.87695535024895,4.32230393714053,4.32230393714053,9.81648784698604,10.1411930821428,11.9331312440905,4.32230393714053,5.9922803169468,4.32230393714053,4.32230393714053,4.87695535024895,8.32259465146511,5.5342432941702,4.32230393714053,4.87695535024895,4.32230393714053,5.6427273823784,6.13409812590213,11.3587767575795,10.8516385054533,4.87695535024895,9.6163248631921,4.87695535024895,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.87695535024895,4.32230393714053,9.62182031058544,6.94933758554625,5.41233801773636,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.87695535024895,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053
