C8G,TAF7L,NOS2,ZNF541,MAJIN,MMP13,ZFR2,SPIB,IL17REL,ASCL4,SHCBP1L,KEL,DSC1,PRR9,IGFL3,TCHHL1,SOX14,LCN1,LCE2A,DRGX,CASP14,CGB8,PNLIPRP3,ZPBP2,FRMD1,MYH6,ACTA1,MYBPH,SPINK6,GSTA1,LCE1A,GBX1,LCE6A,SPANXB1,FAM133A,MAGEB2,UGT2B28,MYH2,PPP1R3A,LCE2B,FEZF2,BRDT,NKX2-4,SAGE1,MAGEA12,CSH2,MAGEC1,SPANXD,FGF3,C1QL2,COX7B2,HBE1,OR51B4,GKN1,PGC
6.3324554594823,5.24330665669604,10.7423203076778,5.04044834983289,4.32230393714053,6.78931570470187,4.32230393714053,6.08419752464825,7.93163756385935,4.32230393714053,4.32230393714053,4.32230393714053,5.47617267746209,4.73976087645773,4.32230393714053,4.32230393714053,4.32230393714053,4.73976087645773,4.32230393714053,4.32230393714053,7.85960479629564,4.32230393714053,5.32794779250712,4.32230393714053,4.32230393714053,4.32230393714053,5.77107580325341,4.32230393714053,10.0772862147949,4.73976087645773,4.73976087645773,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.73976087645773,4.32230393714053,4.73976087645773,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053,4.32230393714053
